% Title: Dictionary database. 
% Source: Yelp.com Data. 
% Authors: Manikanta Talanki & Kaushik Sirineni. 

@RELATION dictionary original 
@ATTRIBUTE word String 
@ATTRIBUTE usefulVotesPercent {A,B,C,D,E}
@ATTRIBUTE usefulnessPercent {A,B,C,D,E}

@DATA 
gspot,D,B
spied,A,B
spiel,D,C
restraunt,B,A
spice,B,A
spicy,B,A
habits,A,A
bitching,A,B
desperation,C,B
cities,C,C
favoritos,B,B
kahlua,C,A
talavera,D,A
stations,C,B
bizarre,D,B
weekend,C,B
qualifies,D,A
qualified,C,B
favorites,B,A
ummmm,C,B
shallots,D,B
received,C,B
fortunately,D,B
hyundai,B,A
receives,B,C
uploaded,A,E
simpson,C,D
clams,D,C
hitting,C,B
household,C,A
complete,D,B
claim,D,B
tootsie,B,A
claws,C,C
dreamed,C,B
separated,C,B
separates,D,B
clark,C,B
arlecchino,A,E
class,C,B
clash,A,A
entre,C,B
entry,D,A
sympathy,C,C
invest,C,A
graduated,C,B
facilities,B,B
differenti,A,A
buti,D,A
floats,B,A
normally,C,B
butt,C,B
exceed,C,B
buzz,C,B
enter,D,B
absinthe,D,C
husbands,B,B
surely,D,B
iphones,A,C
buys,B,B
buns,C,A
temple,D,B
bums,C,B
bump,D,C
kreme,B,B
bull,C,B
bulk,C,A
dietary,C,A
bula,C,B
bulb,B,D
bust,C,A
busy,B,A
bush,D,B
irresistible,D,C
difference,C,B
burn,C,B
tahini,D,C
surfer,B,B
bugs,C,A
thereafter,C,B
vodka,D,B
buff,C,A
buds,C,B
longer,C,B
beginning,C,B
slopped,C,A
departed,A,C
causal,C,D
stellar,C,B
chorizo,C,B
speck,C,C
specs,C,A
speed,C,B
michael,D,B
openair,C,A
inhale,C,A
nontraditional,C,A
aggravated,D,D
tempeh,A,B
tempes,C,A
temper,C,C
caused,D,B
spell,D,A
causes,C,A
spent,C,B
spend,C,B
prescriptions,B,A
kernels,A,B
excels,C,D
margaritaville,C,C
vocal,B,A
debauchery,A,D
jonathan,A,E
legged,B,D
chuckbox,B,D
dealer,B,A
focaccia,D,B
acquire,D,C
ahhhh,D,A
except,C,A
excess,D,B
dimsum,C,C
stocking,C,B
gimmicks,C,D
gimmicky,C,A
decipher,C,D
tragic,A,D
respectful,B,D
rolling,D,B
incapable,C,B
chemicals,B,B
foodbut,C,C
limited,B,A
whomever,D,A
swirled,B,A
katsu,B,A
sanitation,B,D
ahole,D,B
turkey,C,B
pumpernickel,C,C
foodand,C,C
blizzard,C,A
wantthe,B,E
winding,B,B
questioning,D,C
kathy,C,A
katie,C,B
buco,C,B
buck,C,B
buca,C,B
breakfastlunch,B,A
trout,B,B
prestige,A,C
themselves,C,B
complain,B,A
split,C,B
multitude,C,B
buildyourown,B,A
poison,A,B
mmmmmm,B,B
sangrias,B,B
whiskey,C,B
encrusted,C,B
whisked,D,B
clerk,C,B
efficient,B,A
insidethe,B,A
beginners,B,A
edible,C,B
dialogue,A,A
trains,D,A
trails,D,C
lessons,C,B
constant,C,A
jennifer,D,C
clear,C,B
clean,B,A
sizable,C,B
license,D,C
material,D,B
padding,D,E
australian,C,B
troon,B,A
childrens,C,A
karma,C,C
uninteresting,D,C
barbacoa,B,B
karve,D,C
blinking,C,C
temperatures,B,B
bros,B,A
brow,C,A
ventilation,C,A
successful,C,B
spite,D,A
occupying,D,C
tattoos,C,B
debating,C,A
amaretto,B,B
karen,D,B
directions,C,B
spill,D,A
spilt,B,D
tableside,C,B
spine,A,D
spins,C,D
waitresses,B,A
silent,D,B
firearms,B,D
brad,A,C
brag,B,B
bran,C,A
bras,A,B
brat,D,C
ordering,C,B
maintenance,C,A
poultry,D,B
organizers,A,A
excite,C,C
brew,B,B
brim,D,C
brio,B,B
research,C,B
brie,C,B
password,C,A
brle,B,D
weekday,C,A
justin,B,A
rushing,D,C
payments,B,A
pampering,C,C
drawing,D,B
glazed,D,B
miscellaneous,C,C
basmati,D,B
espn,C,C
cycling,B,A
volleyball,C,B
assistance,C,B
space,D,B
spade,C,C
caloric,D,B
reluctantly,D,A
skewer,D,B
spain,D,A
calorie,C,B
skewed,D,B
embedded,C,C
overlooks,C,B
emergency,B,B
subsequently,D,A
esan,D,B
spare,C,B
spark,C,B
drooling,C,B
fixins,C,B
fixing,C,D
whythe,C,B
surf,C,A
sure,C,B
midday,C,B
suns,B,A
horseradish,D,C
sunk,D,A
hottest,D,B
sums,C,B
robbins,C,B
cleveland,C,C
suit,C,B
disabled,B,D
dough,C,A
erin,D,B
erik,B,D
eric,C,A
hawaiian,B,B
suey,D,B
steamers,D,C
middle,C,B
november,B,A
such,C,B
doubt,C,B
suck,C,B
timebut,D,A
drumsticks,C,A
bohemian,D,A
subs,B,A
deceptively,D,B
figure,C,A
proceeded,D,B
dothe,D,B
habitat,A,E
cashews,C,C
vanished,B,B
cider,C,B
malibu,C,A
flatscreens,C,B
staying,B,A
stop,C,B
stir,C,C
enthusiasts,D,C
stix,D,B
arrowhead,B,B
gallerie,C,B
resembling,D,A
galleria,C,A
messes,C,B
messed,B,A
batteries,D,A
giligins,A,B
feminine,C,C
stax,C,B
stay,C,A
star,C,B
hermosa,D,C
stat,A,B
stan,B,C
stab,D,A
conceived,D,A
euro,D,B
stew,C,C
stem,D,A
step,C,B
repeated,C,B
proportion,D,B
jellies,D,C
receptionist,B,B
legacy,C,D
managements,D,E
douse,C,A
wineburger,A,B
popover,C,B
keeping,C,B
bussers,C,B
gilligans,C,A
menchies,B,C
liars,C,E
cavities,C,D
emissions,C,E
specifics,D,C
specified,C,C
waterpark,D,D
etci,D,B
timeand,B,D
openness,C,A
problematic,A,A
ignoring,C,C
barkeep,D,A
spear,D,C
speak,C,B
garnish,D,B
disposable,C,B
assistants,B,D
superficial,D,C
discontinued,B,D
fettuccini,C,C
fettuccine,B,A
theyve,C,B
enjoy,C,B
borrow,D,A
drawers,B,A
theyre,C,B
itservice,B,C
forewarned,D,B
blatantly,D,C
cocina,A,E
ewww,C,D
storethe,C,A
houstons,D,B
wolfed,C,D
awhile,C,B
adult,C,B
representative,C,B
zesty,B,A
continuous,B,C
theyll,C,B
boulder,C,A
robbery,C,A
cowboys,D,C
abacus,C,B
representation,C,C
someplace,C,B
allnatural,A,E
downi,B,C
downs,C,D
number,C,B
draining,C,C
evoo,C,D
hibiscus,C,E
headquarters,A,D
guarantees,C,A
surreal,D,B
unwelcoming,C,D
guaranteed,C,C
include,C,B
rollthe,C,D
repairing,B,D
fixture,A,A
arugula,D,B
habaneros,D,E
maizies,D,B
cigarette,D,B
nighttime,C,D
shawarma,C,B
distinct,D,B
evil,A,B
caseys,C,B
malees,B,B
misfortune,D,C
evfn,B,E
pleased,B,B
even,C,B
ever,C,B
pleases,D,A
pleaser,D,C
hotties,A,B
holeinthewall,B,B
lasted,C,A
reason,C,A
otherwise,C,A
heading,C,B
dozen,C,B
variation,B,B
rainforest,A,A
eyes,D,B
royale,D,C
eyed,D,B
manapua,B,D
dressing,C,B
brioche,C,B
unused,D,D
venues,C,B
exploded,C,E
eateries,C,B
certified,D,C
lastly,C,B
westgate,C,B
menuthe,D,C
superb,B,A
cibos,B,A
swim,C,B
overwhelmingly,C,B
sketch,B,B
hardware,C,A
respected,D,E
dinnerthe,B,A
barking,D,A
exam,B,A
transported,D,B
relationship,A,A
exchanges,D,D
exchanged,D,D
pickmeup,C,D
bussing,D,D
exit,D,C
canadian,D,A
acquired,C,C
expo,B,B
swag,D,C
sway,C,C
swam,A,B
swap,D,B
instruments,B,D
aesthetic,C,C
atypical,B,D
pretended,C,A
necessities,B,B
following,D,B
lifes,A,A
lifei,D,C
avenue,D,B
concession,C,A
firestone,B,A
polite,B,A
allthe,D,C
joint,C,B
polish,C,A
themes,D,B
production,D,B
underneath,D,C
ohhhh,C,A
avacado,B,B
durants,A,C
themed,C,B
suspiciously,C,C
horchata,C,B
yogis,B,B
productive,D,B
police,D,B
toward,C,B
policy,C,B
facials,B,A
numero,A,D
roundtrip,A,D
themwe,B,A
specialists,B,A
impromptu,A,C
light,C,B
greeters,B,C
themso,A,D
manages,C,B
manager,C,B
ridiculously,C,B
managed,C,C
triangle,A,C
dolce,C,D
awful,B,A
macchiato,B,B
braces,B,D
lingering,A,B
tamarindo,B,C
imported,D,C
dolls,A,B
accompanying,D,B
mentioned,C,B
joked,C,B
jokes,D,B
blazing,D,A
fabulously,C,B
else,C,B
boulevard,A,E
drinking,D,B
virtually,D,B
dishesthe,D,B
categories,B,A
pineapple,C,B
tubing,A,A
greats,B,D
elis,A,A
roscoes,D,E
innocent,A,D
fusion,C,A
grease,C,A
greati,B,A
greasy,B,A
allure,D,C
thincrust,D,B
kebabs,A,B
carton,C,B
jokingly,D,B
inhaled,D,B
moments,A,C
higherend,B,B
remembers,B,A
silently,A,B
cindy,D,D
everytime,B,A
hoegaarden,C,C
resigned,C,B
cinco,A,A
scoring,A,B
wasteland,A,C
transmission,B,D
sombra,E,C
malted,D,B
abusive,D,B
johns,B,A
donei,D,A
carved,D,A
accomplished,D,B
miserably,C,C
miserable,D,C
firemen,A,A
sharpie,C,E
theory,D,C
grabs,D,C
grace,D,B
donna,C,B
grade,C,B
donut,C,A
vowed,D,B
pathetic,C,B
softest,C,A
flapjacks,C,C
identical,C,B
dishonest,C,D
roomthe,D,B
doesnt,C,B
junction,B,B
towels,C,A
firsttimer,C,B
greasier,B,B
longing,D,B
ventured,C,C
ventures,D,C
assessment,C,A
yolks,D,E
donating,C,B
yolis,C,E
macbook,B,B
voted,C,A
cigar,C,B
envy,D,C
allows,C,B
donation,D,C
jones,D,A
linens,C,C
procedure,C,B
admit,C,B
ignorant,D,B
vaccinations,B,C
cashier,B,A
doors,D,B
certificate,C,B
lineup,C,A
towers,C,A
quantities,C,A
lesbian,A,B
throughout,C,B
painful,C,A
doori,D,D
wrongi,D,A
conspire,D,C
shellfish,C,B
plumbing,B,D
vouch,C,C
dealthe,B,B
linger,D,C
roaches,D,C
ends,C,B
theres,C,B
supper,B,B
therei,D,A
thered,B,A
pozole,C,A
ginger,D,B
upscale,C,B
require,D,B
smelling,D,B
supply,C,B
followers,C,C
airplane,D,C
handshake,C,D
cabeza,C,C
deliberation,D,A
tcby,D,D
caution,C,B
sothe,C,C
coloring,B,B
tais,C,D
tail,C,A
wealth,D,B
drinkers,C,B
affectionately,D,C
tags,D,A
adobe,B,B
screening,D,C
adobo,A,C
tans,C,A
tang,D,B
tank,C,B
tame,C,C
deliberately,C,C
tale,A,A
tall,D,B
talk,C,B
tako,C,A
take,C,B
omelettes,C,C
tart,D,A
taro,B,A
greets,C,B
accomplishment,D,A
tara,C,E
eyelash,A,B
tape,C,A
taps,B,B
dumped,C,C
taos,B,A
tats,D,A
innards,D,B
task,D,B
adopt,D,C
athletes,A,B
charcuterie,A,C
makeover,C,B
greens,D,B
taxi,C,D
adorn,A,C
greene,B,B
finnegans,C,D
either,C,B
south,C,C
adore,C,B
ended,C,B
plantains,C,B
lacked,B,A
sound,D,B
exorbitant,C,B
soupy,B,D
soups,B,A
greeks,D,C
greedy,D,C
jolly,A,C
souls,A,C
midget,D,B
athletic,C,B
greece,B,C
boring,C,B
spades,C,A
balance,C,B
breakdown,D,C
intending,A,B
forthe,D,C
allaround,B,B
evaluate,B,B
absurdly,B,D
middleaged,D,C
preprepared,C,B
harassed,C,C
lining,D,B
seperate,C,B
discussed,D,A
realizes,C,D
dosai,B,D
realized,D,B
doses,A,A
longest,C,C
aiellos,B,A
bedding,C,C
epic,C,B
tabs,D,A
spaced,C,D
taco,C,A
tack,C,C
spaces,D,B
disgustingly,D,B
spacey,B,E
enemy,D,C
bothering,C,B
profession,B,B
selfserve,B,B
misplaced,D,B
solitude,A,C
trumps,C,D
updated,B,A
alongside,D,B
chris,D,B
updates,C,B
peeves,C,B
peeved,D,D
woodlands,B,C
tgif,C,D
sopes,B,D
getgo,D,C
dodge,C,A
jobot,A,D
angela,C,A
angels,D,A
replenish,C,D
ketchup,C,B
documents,C,A
overly,C,B
recreation,D,E
repetitive,C,A
assuming,C,B
outing,C,B
timethe,C,B
culvers,C,D
overdo,B,D
sources,A,C
sourced,C,C
currently,C,C
dramatic,A,A
feta,C,B
fest,C,B
preface,D,B
peruvian,C,D
admiring,A,C
separately,C,B
joining,D,C
thou,D,A
athenian,D,B
thru,B,A
cristo,D,C
lions,D,A
they,B,B
fell,C,B
unprepared,D,C
ther,B,A
structure,D,B
delivers,B,B
burrata,D,B
ordinarily,A,B
them,C,B
then,C,B
delivery,B,A
thee,D,B
disregard,D,B
thin,B,A
joann,D,A
thit,B,D
this,C,B
fend,B,A
felt,C,B
quail,D,D
zupas,B,D
recommends,C,A
favorite,B,A
soooo,B,B
qualm,B,B
crisis,D,C
bahama,B,A
munchies,C,C
uneventful,B,E
feat,C,A
sooni,A,C
fear,D,B
thai,B,A
scones,C,C
tennis,C,B
networks,C,A
that,C,B
than,C,B
brunchlunch,B,E
feed,C,B
nonsmoking,B,B
feel,C,B
feet,C,B
fees,D,C
organic,C,B
directed,D,C
quart,D,B
crisps,D,C
simultaneously,A,B
director,D,A
crispy,C,B
brewery,B,B
brewers,C,C
paycheck,D,B
cabana,D,B
munching,D,D
methey,D,A
directly,C,B
surpasses,B,A
surpassed,C,C
domestic,C,C
tapioca,C,B
yoghurt,D,B
uneven,C,D
tend,C,A
gripe,C,B
carlys,D,B
tent,D,A
germs,D,B
masculine,E,C
temp,B,A
grimy,B,A
grind,D,A
tell,C,B
grits,D,B
caffeinated,A,A
earning,C,C
religious,A,A
response,D,B
tees,D,A
teen,D,C
carmax,B,E
teds,D,A
scoops,D,B
mindblowing,C,C
tech,B,A
judging,C,B
reasoning,D,A
grill,C,A
teas,C,A
tear,D,A
giuseppe,A,D
team,C,B
grime,D,A
carmel,C,B
lastminute,D,C
servicewe,C,B
downer,C,A
downed,D,C
avondale,B,A
critic,B,A
turbo,D,D
exhibit,D,A
sorry,D,B
botanical,C,B
grief,C,B
sorta,C,A
sorts,C,B
dealers,B,B
excited,C,B
lightening,D,D
venice,C,A
fezs,A,B
turns,D,B
potential,D,B
anniversaries,B,C
papers,C,A
endurance,D,B
blackberries,A,B
luggage,C,A
commend,B,A
comment,B,B
rebate,B,D
stingrays,B,C
outfit,D,C
quoted,B,A
quotes,C,A
alessias,B,B
serious,D,B
reasonably,B,A
initiative,B,C
reasonable,B,A
responds,A,C
text,D,B
jameson,C,B
carlos,D,E
meters,D,C
demonstrations,D,A
jackets,D,C
test,C,B
hazards,D,E
aggravating,C,A
scorching,C,A
attach,E,C
attack,D,A
youthe,D,C
clubhouse,B,A
tearing,C,B
term,D,C
theirs,C,B
cleared,C,A
solar,C,C
indoor,C,B
perceived,D,B
heavier,C,A
brewing,C,B
puzzled,A,E
puzzles,D,D
youif,C,B
corleones,B,D
youll,C,B
alleys,C,E
sallys,B,D
mileage,C,C
tutti,B,B
oldschool,D,A
specify,D,A
cringe,C,B
species,C,A
cartel,C,B
young,C,A
equally,C,B
youmy,B,C
youth,D,C
famous,C,B
yours,D,B
youre,C,B
solid,C,A
aimlessly,D,C
youwe,D,E
mainstay,B,C
youve,D,B
humorous,C,A
temptation,D,C
fairways,B,A
soles,B,B
special,B,B
fish,C,B
joeys,D,D
fist,D,B
salmon,C,B
carrot,C,B
firm,C,B
fire,C,B
doggy,B,B
vendors,D,B
fixe,C,C
grave,D,A
gravy,C,B
fits,B,B
screwed,C,A
five,C,B
fizz,A,E
homecooked,B,A
veneto,A,B
carrie,C,A
floated,C,A
liked,C,B
likes,C,B
likei,C,B
likey,A,B
lipstick,D,B
disconcerting,D,E
portioned,C,A
professors,A,C
qdoba,C,A
grams,D,C
myselfthe,C,A
queue,C,A
scores,C,D
gender,A,B
figs,D,B
scored,A,A
grail,A,C
grain,D,A
file,C,B
grasp,D,C
grass,C,A
genoa,A,C
quesa,D,D
queso,B,B
quest,C,B
clearly,D,B
genre,C,A
grant,C,C
grand,D,B
incorporated,B,A
heavily,D,A
zebra,C,D
grape,D,B
fing,A,A
fine,C,B
find,C,B
film,D,C
fili,C,C
fill,C,A
linda,A,C
timo,E,E
time,C,A
tins,C,A
tint,B,D
tini,B,C
worship,C,C
tina,B,C
lined,D,B
dunlap,D,C
lines,C,B
liner,B,B
linen,D,B
queen,D,B
tiki,C,B
till,C,B
tile,C,C
songs,C,B
great,B,A
scotch,C,A
berthas,A,A
accident,C,A
tish,E,E
greek,B,B
vendor,C,B
green,C,B
links,B,A
greet,B,B
method,D,A
tits,D,A
methis,A,B
tire,B,D
tiny,C,B
lingo,B,B
tips,C,B
satisfied,B,A
difficult,B,A
feeling,C,B
satisfies,B,B
definitly,B,D
science,C,A
delicately,C,B
flemings,C,A
reheating,C,C
thus,C,B
thur,B,A
cabinet,D,D
ties,C,C
tier,B,B
tidy,C,B
sonic,B,B
tied,D,B
tide,D,B
tick,D,B
discernible,A,B
specialized,C,C
chore,C,C
specializes,C,A
chose,D,B
hiding,D,C
sonny,A,B
carnivore,C,C
chops,C,B
choke,D,B
chelsea,C,D
zumba,B,B
doing,C,B
dealing,B,A
ztejas,B,B
ticked,D,A
convienent,D,B
choir,D,B
ticket,C,C
limit,D,C
chock,D,A
choco,C,B
flew,D,B
dunked,D,E
flea,A,A
solve,D,D
carpet,C,A
flaw,C,B
dunkin,B,A
flax,D,C
flat,C,B
limes,C,B
flan,C,B
flag,C,B
tickle,B,B
farmhouse,B,B
dumplings,C,B
refresher,B,A
option,C,B
opting,A,B
refreshed,C,B
attend,C,B
destined,A,B
scorpion,C,D
roaster,D,E
pedestrian,D,A
roasted,D,B
toenails,B,B
saloon,C,B
salons,B,D
attest,D,A
scotts,A,A
barbershop,B,D
fragrant,D,A
carryout,B,A
unwrapped,A,C
subjective,A,E
mornings,B,A
blurry,D,A
ribbon,D,B
told,C,B
toll,C,C
tomo,B,B
tone,C,B
toni,B,D
toms,C,B
groom,B,A
tool,D,D
took,C,A
tooi,D,A
tony,C,A
tons,B,B
involves,D,B
tops,C,C
involved,C,C
sparse,C,B
toro,C,C
tori,A,A
torn,D,A
tore,A,E
toby,C,B
todd,C,B
todo,D,E
express,B,B
toes,C,A
tofu,C,B
benihanas,B,B
darkness,A,B
painted,D,C
togo,C,B
involving,D,B
maintain,C,A
foodservice,B,C
outand,D,C
spared,D,C
residue,B,D
californian,C,A
tote,B,B
tots,C,B
grove,B,D
grown,C,B
toss,C,B
outside,C,B
grows,D,C
truely,D,B
tour,C,B
tout,C,B
afterwards,C,B
town,C,B
gross,C,B
toys,C,A
group,C,B
featured,D,B
features,C,B
cleaned,C,A
cleaner,B,A
warrant,C,A
subdued,A,B
insalata,C,B
carrying,D,B
catching,C,B
quits,B,D
lemonades,C,A
stealing,C,B
soggy,C,A
unavailable,C,A
daiquiri,B,C
geriatric,A,B
testament,C,A
pannini,A,D
heaveni,D,C
heavens,D,B
cleanup,C,D
estimate,B,A
lemonade,C,B
crossing,D,C
clutch,B,A
cleanse,B,C
selfish,C,C
contracts,B,B
sparingly,C,D
explored,D,A
baguette,D,B
resale,C,C
ironic,A,C
allday,A,C
salami,D,C
statements,D,C
belgian,D,A
overhead,D,B
career,A,C
itafter,A,D
overhear,C,C
angles,C,C
peeled,C,A
danishes,B,C
salado,A,A
saladi,D,A
quick,B,A
salads,C,B
quiet,B,A
lashes,B,E
cardio,C,B
belgium,C,A
delicous,C,A
womens,D,B
cornmeal,A,B
shouted,A,A
malbec,C,B
expertly,A,C
vuitton,C,B
quite,C,B
fragrance,D,C
intensity,D,B
peeked,C,A
exercises,C,D
carded,D,B
resides,D,C
pomegranate,D,B
ability,C,B
incline,D,C
poppyseed,C,D
sincere,C,B
shithole,A,C
essential,C,C
sodas,C,B
tsos,B,D
proximity,C,B
empty,C,B
liter,D,A
unfair,D,C
centrally,C,B
peeing,A,C
litle,B,D
brushetta,B,C
socks,D,A
anywaythe,B,A
revolution,A,E
ringing,D,A
sochu,A,C
embarrassment,D,B
quote,C,A
assisting,C,B
divorced,A,B
chuck,B,A
monopoly,B,D
socal,B,A
ribeye,C,B
drinkthe,D,C
discount,B,A
offending,D,B
durable,A,E
hidden,C,A
tempered,A,B
face,D,B
fade,C,A
fact,C,B
tude,D,C
tues,B,A
chuys,B,B
tube,A,A
tubs,C,A
tuck,D,B
biscuits,C,B
chunk,D,C
sober,D,B
vinegarette,B,D
fail,D,B
fair,B,A
fake,C,B
hotspot,D,A
fall,C,B
pretension,A,B
separating,C,B
churn,D,A
fame,A,B
tuna,C,B
discover,D,C
tune,D,A
fani,C,B
fans,C,B
lists,D,B
separation,B,A
fave,C,B
favs,B,A
lived,C,B
sofas,D,B
faux,D,B
libraries,B,B
fate,A,C
fats,B,C
fast,B,A
fare,B,B
farm,C,A
fart,D,C
esthetician,C,C
caring,B,A
jordan,D,E
getting,C,B
binder,C,A
blasting,C,A
schools,B,D
family,B,A
taliesin,A,C
lives,D,B
liver,D,C
livid,D,A
haagen,C,A
trucks,D,C
unbearable,C,B
tree,C,A
womans,A,B
tres,D,B
trek,C,C
crossfit,B,A
calzones,B,A
tram,C,A
tran,B,D
trap,C,A
tray,C,B
entertaining,C,A
hospital,C,B
lomein,B,D
airplanes,B,A
trio,C,A
trip,C,B
trim,C,D
pappardelle,D,D
spiritual,A,B
papaya,C,B
intensely,C,C
true,C,B
adjusting,B,B
continuing,D,B
extremely,B,A
judged,D,B
jackass,A,C
clumsy,D,B
trys,B,B
tryi,C,A
clumpy,B,A
clumps,C,D
papago,C,B
command,C,B
brewpub,B,A
archery,C,D
workshops,C,A
oktoberfest,B,B
chairs,C,B
drip,C,B
chaise,E,B
avina,C,B
overtly,B,C
drop,C,B
breakfastthe,B,C
infant,B,B
resist,D,B
twin,C,A
anyone,C,B
uniforms,D,A
reside,D,C
twoi,A,A
ryans,B,A
drum,D,A
drug,D,A
swivel,C,A
streamlined,B,D
baggage,C,A
friends,C,B
unwilling,D,D
amanda,E,B
garment,B,B
pinpoint,B,E
draw,C,B
compelling,A,D
haired,A,B
drag,D,A
drinkable,B,C
drab,C,B
drew,C,A
infact,C,A
officers,A,B
making,C,B
chains,B,A
toured,D,B
skewered,A,E
black,C,B
limits,C,A
soaks,D,C
tastefully,C,C
sprout,B,D
meetings,B,A
whipping,D,C
tidbit,D,C
emotion,A,C
appropriate,D,B
equivalent,D,B
turn,C,B
turf,D,B
turd,A,A
battered,C,B
rounded,D,B
simplest,A,C
labels,C,A
ethnic,C,C
expectations,C,B
google,C,A
latter,D,B
lattes,B,B
wholly,A,B
radishes,D,C
soaps,D,A
cashiers,B,A
aspect,C,B
steering,C,D
dillys,B,A
sticklers,B,A
catchy,C,A
shooting,C,A
enchanting,A,C
sandals,D,A
deducted,C,C
assault,D,C
extras,B,B
warrior,B,A
scissors,C,C
chalet,D,C
type,C,A
motions,C,D
medicine,B,C
atrium,C,A
busters,C,A
chopstick,B,D
glutenfree,B,A
responsibility,C,A
neighborhoods,D,B
goodso,D,A
grabbed,C,B
down,C,B
doug,C,C
goodmy,C,A
dots,C,D
dove,D,A
nauseous,C,B
dosa,C,A
dose,C,C
dorm,A,C
dork,A,B
goodit,D,B
goodim,B,A
petsmart,B,A
extensions,B,B
chakra,A,E
goodie,A,D
goodif,C,A
switch,C,B
discomfort,C,D
preserve,A,C
dozo,A,C
knickknacks,C,A
touted,C,B
flashing,D,C
dogs,C,A
solely,C,A
hosting,C,B
doin,A,A
docs,C,E
dock,D,C
makers,D,A
does,C,B
expands,D,D
makeup,D,C
door,C,B
doom,C,D
commitment,D,A
done,C,A
dont,C,B
crossed,A,A
tucson,B,B
dope,D,B
impressing,C,D
goodwe,C,D
televisions,B,D
remembering,D,C
dome,B,A
doll,A,A
hostile,C,B
metropolitan,D,B
chalky,D,B
impressive,C,B
impression,C,B
sandbar,B,B
friendliest,C,B
shoutout,A,A
celery,D,B
ethnicity,A,C
plugged,C,A
chance,C,B
noodle,B,A
chanel,C,C
rehearsal,B,D
change,C,A
changs,C,B
delicate,D,B
caters,C,B
dragged,C,A
labeling,C,B
richness,D,C
emily,C,B
luxury,D,C
orgasm,A,B
expanded,C,C
delicacy,D,A
goober,B,B
ceiling,D,B
jambalaya,B,A
surrounded,D,C
chipssalsa,B,B
overhaul,C,B
propaganda,C,C
dvds,C,B
snacking,C,C
tradition,C,B
itoverall,B,D
colossal,C,B
sampled,D,B
leaking,B,D
facts,D,A
persons,C,B
dunk,D,A
bunkers,B,D
resemblance,C,D
official,A,C
returning,B,A
dusk,A,C
dust,C,A
smeared,C,B
blech,D,A
duty,C,A
swiped,C,B
bleed,B,A
faces,D,C
faced,D,B
duke,D,D
victim,D,B
dump,C,B
fermented,D,A
dumb,D,B
dull,D,B
satiated,D,E
marathon,B,B
dual,C,E
googled,B,B
duce,E,E
duck,C,B
duds,C,A
dues,C,D
duct,C,D
dude,D,B
parade,A,B
neutral,D,B
pescado,C,C
increasing,A,A
apache,C,A
secrets,C,B
secreto,B,D
emphasize,B,D
popcorn,D,B
egyptian,C,E
explaining,C,A
portion,B,A
applications,D,B
focusing,C,B
insists,D,B
blade,C,A
tubes,C,A
pronounced,A,B
audrey,E,D
faded,C,A
quiessence,D,E
inspirational,C,C
blake,B,D
needless,C,B
jerseys,B,D
celiac,B,A
avoid,C,A
blame,D,B
screens,C,B
blank,D,B
busting,C,B
blanc,A,B
bland,B,A
delicacies,D,B
blast,C,A
outoftown,C,C
swings,B,D
impressedi,D,B
thrifty,C,B
upholstered,C,D
socialize,C,B
assistant,C,B
brilliant,D,C
wildly,D,C
sentence,A,C
hazelnut,C,C
spring,B,A
sprint,C,B
sprite,C,A
sinuses,C,C
stinks,B,B
elliptical,C,C
stinky,A,A
instruction,C,D
supremely,D,B
rescue,D,B
anyhoo,A,A
anyhow,C,B
stingy,C,B
nononsense,C,C
diff,B,A
holding,D,B
digs,A,C
somebody,C,B
viewing,C,B
generously,D,A
nicoise,C,A
jalepeno,B,B
description,C,B
dill,D,B
dime,C,A
ding,C,A
dine,C,B
element,D,A
dips,C,B
foster,C,A
dire,C,C
tandoori,D,B
dish,C,B
disk,C,C
disc,D,A
dirt,C,A
summertime,C,B
bagging,B,B
meticulously,B,D
dive,C,B
diva,A,C
therethis,D,C
tournament,B,A
annoyances,A,B
complexes,C,E
charge,C,A
homerun,C,A
charms,A,C
richardsons,C,C
happened,C,B
suburbs,D,B
therethey,C,A
casinos,B,D
shutting,C,D
happenin,C,B
macalpines,C,D
charro,C,D
sizzle,A,A
charts,C,B
scenery,B,A
anywho,C,B
reaching,C,A
prefers,C,D
channels,B,A
avail,B,D
raised,C,B
cityscape,A,C
upping,D,B
chased,A,C
teryaki,B,B
bliss,D,A
raises,A,E
encounter,D,B
promise,D,B
bling,D,A
blink,D,A
raisin,C,B
blind,D,B
dial,C,D
doorway,D,A
dies,C,A
diet,D,B
gooood,C,C
anyway,C,B
died,D,B
chicharron,C,B
environment,B,A
didi,A,B
dice,C,B
uppity,A,B
dick,A,B
descriptive,D,A
snuck,D,B
training,B,A
grilled,C,B
snuff,C,B
mcclintock,B,A
depend,C,C
burrito,B,A
thrills,D,B
involve,D,C
blend,C,B
waffles,C,A
products,C,B
shuttles,C,C
ricotta,D,B
mickey,B,B
bless,A,A
unmatched,C,A
grandfather,A,B
glorious,A,C
gelato,C,B
crawling,C,A
mainstream,D,C
waterthe,B,B
accommodations,B,B
chatty,C,A
tedious,D,D
floating,D,C
resort,B,B
drinksthe,C,C
oiled,D,B
butter,D,B
buttes,C,E
sportsbar,B,D
immense,C,A
butthe,B,A
autumn,C,A
chipotle,B,A
button,C,B
obsession,C,C
homethe,C,B
drastically,C,A
washington,D,C
hoisin,C,B
macaron,C,D
tucked,C,B
uber,D,B
whoops,B,B
sprinkle,C,B
inquire,C,B
inquiry,A,C
mention,C,B
